rubro,motivo,vulnerabilidad,mes_año_tratamiento,edad,genero,provincia_consumidor,provincia_id
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-22,67,Femenino,Chubut,26
Servicios de transporte terrestre de pasajeros y cargas,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,73,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jun-22,76,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,62,Masculino,Santa Cruz,78
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,85,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,103,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Discapacidad,jun-22,27,Femenino,Salta,66
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,44,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jun-22,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Construcción y equipamiento del hogar,Falta de Entrega del bien,Adulto/a mayor,jun-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,84,Femenino,Catamarca,10
Servicios de lavandería tintorería y limpieza,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,70,Femenino,Corrientes,18
Electrodomésticos y artefactos para el hogar,Falta de Entrega del bien,Adulto/a mayor,jun-22,73,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jun-22,86,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jun-22,82,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,76,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,68,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,83,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,77,Femenino,La Pampa,42
Servicios de Salud,Problemas de fraude o estafa,Discapacidad,jun-22,65,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,75,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Precios,Adulto/a mayor,jun-22,72,Femenino,Neuquén,58
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,73,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Adulto/a mayor,jun-22,49,Femenino,Ciudad Autónoma de Buenos Aires,2
Textil calzado y marroquinería,Falta de Entrega del bien,Salud,jun-22,44,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,67,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,35,Femenino,Río Negro,62
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jun-22,74,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jun-22,82,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,72,Femenino,Catamarca,10
Servicios de transporte aéreo,Cancelación o supresión de vuelos,Adulto/a mayor,jun-22,70,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,jun-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jun-22,71,Femenino,Río Negro,62
Colchonerías,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,jun-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,41,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-22,50,Masculino,Ciudad Autónoma de Buenos Aires,2
Muebles,Entrega Defectuosa,Adulto/a mayor,jun-22,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Problemas de fraude o estafa,Socio-económica,jun-22,68,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,jun-22,75,Femenino,Ciudad Autónoma de Buenos Aires,2
Textil calzado y marroquinería,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jun-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,74,Femenino,Entre Ríos,30
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,NNyA,jun-22,26,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,52,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,58,Masculino,Jujuy,38
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,58,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-22,61,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,23,Masculino,Río Negro,62
Servicios de Salud,Prácticas Abusivas,Discapacidad,jun-22,27,Femenino,Buenos Aires,6
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,70,Masculino,Tierra del Fuego Antártida e Islas del Atlántico Sur,94
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,92,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,46,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,53,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Discapacidad,jun-22,34,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,34,Femenino,Buenos Aires,6
Equipos de telefonía ,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jun-22,57,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,55,Femenino,Buenos Aires,6
Servicios de administración de rutas y autopistas,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,62,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Salud,jun-22,78,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jun-22,41,Masculino,Chaco,22
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,27,Masculino,Río Negro,62
Rodados automotores y embarcaciones,Prácticas Abusivas,Adulto/a mayor,jun-22,73,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Problemas de fraude o estafa,Adulto/a mayor,jun-22,75,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,79,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,NNyA,jun-22,32,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de entrega o emisión del documento de contratación del servicio: presupuestos constancias de pagos solicitud de servicios reglamento general de prestaciones.,Adulto/a mayor,jun-22,78,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,jun-22,33,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Existencia de clausulas abusivas.,Adulto/a mayor,jun-22,75,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,60,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Incumplimiento programa Plan de Millas,Adulto/a mayor,jun-22,75,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Prácticas Abusivas,Salud,jun-22,57,Femenino,Buenos Aires,6
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jun-22,41,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jun-22,55,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jun-22,71,Masculino,Río Negro,62
Servicios turísticos,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,73,Masculino,Chaco,22
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Adulto/a mayor,jun-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Discapacidad,jun-22,15,Masculino,Buenos Aires,6
Servicio de administración de pagos,Pago o cobro equivocado,Socio-económica,jun-22,49,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,42,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,38,Femenino,Tierra del Fuego Antártida e Islas del Atlántico Sur,94
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,27,Femenino,Río Negro,62
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jun-22,33,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,jun-22,25,Femenino,San Luis,74
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Socio-económica,jun-22,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,41,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,39,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,NNyA,jun-22,78,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,89,Femenino,San Juan,70
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-22,58,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,23,Femenino,Santa Fe,82
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jun-22,70,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-22,70,Femenino,Ciudad Autónoma de Buenos Aires,2
Textil calzado y marroquinería,Garantía de Bienes. Art 11 Ley 24.240,Socio-económica,jun-22,46,Masculino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-22,74,Femenino,Ciudad Autónoma de Buenos Aires,2
Muebles,Falta de Entrega del bien,Adulto/a mayor,jun-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Falta de Información relevante. Art 4 de la Ley 24.240,Socio-económica,jun-22,21,Femenino,Misiones,54
Servicios financieros y seguros,Falta de Información relevante. Art 4 de la Ley 24.240,Discapacidad,jun-22,74,Masculino,Corrientes,18
Servicios de transporte aéreo,Incumplimiento total de la prestación del servicio contratado,Adulto/a Mayor,jun-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,86,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jun-22,87,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jun-22,73,Masculino,Tierra del Fuego Antártida e Islas del Atlántico Sur,94
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,74,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,NNyA,jun-22,44,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,67,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,61,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,79,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-22,48,Masculino,Buenos Aires,6
Colchonerías,Entrega Defectuosa,Socio-económica,jun-22,59,Masculino,Córdoba,14
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Discapacidad,jun-22,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Seguridad,Falta de procesamiento de baja del servicio,Socio-económica,jun-22,66,Femenino,San Juan,70
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Discapacidad,jun-22,40,Femenino,Santa Cruz,78
Servicios de transporte aéreo,Cancelación o supresión de vuelos,Salud,jun-22,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,55,Masculino,Río Negro,62
Informática,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jun-22,74,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía ,Garantía de Bienes. Art 11 Ley 24.240,Socio-económica,jun-22,26,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Falta de entrega del documento de la venta del producto: factura remito ticket,Adulto/a mayor,jun-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios generales para el automotor,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-22,49,Masculino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-22,42,Femenino,San Luis,74
Servicios de transporte terrestre de pasajeros y cargas,Prácticas Abusivas,Discapacidad,jun-22,71,Masculino,Córdoba,14
Servicio de administración de pagos,Precios,Socio-económica,jun-22,49,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-22,57,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-22,59,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-22,63,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-22,70,Femenino,Buenos Aires,6
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,jun-22,58,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-22,90,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Salud,jun-22,40,Masculino,Buenos Aires,6
Alimentos y bebidas,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,NNyA,jun-22,44,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía ,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-22,61,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,80,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Problemas de fraude o estafa,Discapacidad,jul-22,56,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Adulto/a mayor,jul-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,jul-22,45,Femenino,Buenos Aires,6
Servicios financieros y seguros,Prácticas Abusivas,Socio-económica,jul-22,27,Femenino,Buenos Aires,6
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jul-22,63,Masculino,Buenos Aires,6
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,30,Femenino,Ciudad Autónoma de Buenos Aires,2
Alimentos y bebidas,Prácticas Abusivas,Discapacidad,jul-22,65,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Información Indebida a Banco de Datos de Riesgo Crediticio,Adulto/a mayor,jul-22,73,Masculino,Chubut,26
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jul-22,81,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Falta de procesamiento de baja del servicio,Socio-económica,jul-22,63,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,jul-22,77,Femenino,Tierra del Fuego Antártida e Islas del Atlántico Sur,94
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,66,Masculino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Discapacidad,jul-22,38,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Falta de procesamiento de baja del servicio,Socio-económica,jul-22,58,Masculino,Santa Cruz,78
Servicios financieros y seguros,Precios,Socio-económica,jul-22,61,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Adulto/a mayor,jul-22,70,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Precios,Socio-económica,jul-22,59,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,69,Masculino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,NNyA,jul-22,51,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,68,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Problemas de fraude o estafa,Discapacidad,jul-22,30,Masculino,Entre Ríos,30
Equipos de telefonía ,Prácticas Abusivas,Socio-económica,jul-22,30,Masculino,Buenos Aires,6
Servicios de Salud,Aumento de cuota no autorizado/no notificado con anticipación debida,Socio-económica,jul-22,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Prácticas Abusivas,Adulto/a mayor,jul-22,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jul-22,67,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de administración de rutas y autopistas,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,39,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,75,Femenino,Buenos Aires,6
Servicios de gestoría y consultoría,Precios,Discapacidad,jul-22,51,Masculino,Ciudad Autónoma de Buenos Aires,2
Sin Clasificar,Sin Clasificar,Socio-económica,jul-22,28,Femenino,La Rioja,46
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jul-22,58,Masculino,Chubut,26
Servicios de transporte terrestre de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jul-22,64,Masculino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Problemas con la devolución del bien o el reembolso de sumas,Socio-económica,jul-22,43,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,jul-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,28,Masculino,Buenos Aires,6
Servicio de administración de pagos,Problemas de fraude o estafa,Adulto/a mayor,jul-22,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de gestoría y consultoría,Prácticas Abusivas,Socio-económica,jul-22,37,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,68,Masculino,Ciudad Autónoma de Buenos Aires,2
Farmacia y productos para la salud,Falta de entrega del documento de la venta del producto: factura remito ticket,Salud,jul-22,21,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,84,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Prácticas Abusivas,Discapacidad,jul-22,24,Femenino,Tucumán,90
Servicios de transporte aéreo,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,NNyA,jul-22,35,Masculino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía ,Falta de Entrega del bien,Adulto/a mayor,jul-22,74,Femenino,Misiones,54
Servicios de transporte terrestre de pasajeros y cargas,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,21,Masculino,Santa Cruz,78
