Numero_OC,Proveedor,Partida_Presupuestal,Descripcion_de_la_Partida_ Presupuestal,Concepto,Cantidad_Ordenada,UM, Monto_Total_Sin_IVA ,Fundamentacion_legal
22S0197,"LIGA VETERANOS DE FUTBOL DEL POTOSI,EZEQUIEL MONTES No. 115",39908,Erogaciones por cuenta de terceros,"INSCRIPCION A LIGA, CUOTAS MENSUALES, ARBITRAJES, ETC. PARA EQUIPO DE FUTBOL",1,SR,12931.04,ADJUDICACION DIRECTA-ART 42
22S0198,"LIGA VETERANOS DE FUTBOL DEL POTOSI,EZEQUIEL MONTES No. 115",39908,Erogaciones por cuenta de terceros,"INSCRIPCION A LIGA, CUOTAS MENSUALES, ARBITRAJES, ETC. PARA EQUIPO DE FUTBOL",1,SR,8620.69,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,3670.69,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,587.31,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,215.52,ADJUDICACION DIRECTA-ART 42
22S0199,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JOSê NATO OSCAR PERêZ RODRIGUEZ,1,SR,34.48,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,3670.69,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,587.31,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,215.52,ADJUDICACION DIRECTA-ART 42
22S0200,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA SALVADOR HUERTA AUDIFFRED,1,SR,34.48,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,3670.69,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,587.31,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,215.52,ADJUDICACION DIRECTA-ART 42
22S0201,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO,1,SR,34.48,ADJUDICACION DIRECTA-ART 42
22S0202,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JESUS RUIZ TORRES,1,SR,7262.07,ADJUDICACION DIRECTA-ART 42
22S0202,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JESUS RUIZ TORRES,1,SR,1161.93,ADJUDICACION DIRECTA-ART 42
22S0202,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JESUS RUIZ TORRES,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0202,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA JESUS RUIZ TORRES,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0203,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ALEJANDRO GALLEGOS RICO,1,SR,7262.07,ADJUDICACION DIRECTA-ART 42
22S0203,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ALEJANDRO GALLEGOS RICO,1,SR,1161.93,ADJUDICACION DIRECTA-ART 42
22S0203,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ALEJANDRO GALLEGOS RICO,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0203,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ALEJANDRO GALLEGOS RICO,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0204,KIMPEN S.A. DE C.V.,35801,"Servicios de lavanderia, limpieza e higiene",SOLICITUD DE SERVICIO PARA EL ANALISIS FISICOQUIMICO DE 1 MUESTRA SIMPLE DE LODO DE LA PLANTA DE TRATAMIENTO DE ACUERDO A LA NOM-004-SEMARNAT-2002 INCLUYENDO CONCENTRACION DE COBRE,1,SR,10980.00,ADJUDICACION DIRECTA-ART 42
22S0205,FACTORING PROSPERIDAD SA DE CV SOFOM,32503,"Arrendamiento de vehiculos terrestres, aereos, maritimos, para servicios administrativos",ARRENDAMIENTO DE UN VEHICULO BLINDADO DURANTE FEBRERO 2022.,1,SR,91500.00,ADJUDICACION DIRECTA-ART 42
22S0206,FACTORING PROSPERIDAD SA DE CV SOFOM,32503,"Arrendamiento de vehiculos terrestres, aereos, maritimos, para servicios administrativos",ARRENDAMIENTO DE UN VEHICULO BLINDADOS DURANTE MARZO 2022.,1,SR,91500.00,ADJUDICACION DIRECTA-ART 42
22S0207,NESME GONIN ALAI .,35701,Mantenimiento y conservacion de maquinaria y equipo,562-130074-00140-SERVICIO DE REPARACION ESPECIALIZADO DECKEL,1,SR,23400.00,ADJUDICACION DIRECTA-ART 42
22S0208,MARIA ISABEL MENDOZA,31301,Servicio de agua,SERVICIO DE AGUA PARA RIEGO PARA CAMPO DE FUTBOL DE CMM.,1,SR,12800.00,ADJUDICACION DIRECTA-ART 42
22S0209,CONEK SERVICIOS Y SUMINISTROS IND. S.A. DE C.V.,35701,Mantenimiento y conservacion de maquinaria y equipo,562-130074-00178-SERVICIO DE ALQUILER DE RACK DE TANQUES PARA HELIO  PARA EL HORNO TAV,1,SR,121187.00,ADJUDICACION DIRECTA-ART 42
22S0211,REDCO METAL MECANICA SA DE CV,35701,Mantenimiento y conservacion de maquinaria y equipo,562-130074-00306-SERVICIO DE RECTIFICADO DE BASE DE MOTOR PRINCIPAL DE LA PRENSA DE CORTE,1,SR,34400.00,ADJUDICACION DIRECTA-ART 42
22S0212,REDCO METAL MECANICA SA DE CV,35701,Mantenimiento y conservacion de maquinaria y equipo,562-130074-00330-REPARACION DE LA MUFLA DEL HORNO CAN ENG,1,SR,53560.00,ADJUDICACION DIRECTA-ART 42
22S0213,GRUPO CONSTRUCTOR AQUILES SA DE CV,35101,Mantenimiento y conservacion de inmuebles,SERVICIO DE REPARACION Y/O CAMBIO DE AZULEJO EN MURO DE COCINA,1,SR,68442.00,ADJUDICACION DIRECTA-ART 42
22S0214,"DESARROLLADORA EUZKATEL, S DE RL DE AVENIDA PASEO DE LA REFORMA No.295",31902,Contratacion de otros servicios,SERVICIO DE ESTACIONAMIENTO PARA OFICINAS CORPORATIVAS DE REFORMA,10,SR,18000.00,ADJUDICACION DIRECTA-ART 42
22S0215,S.I. HENDA S.A. DE C.V.,35701,Mantenimiento y conservacion de maquinaria y equipo,INSTALACION DE TUBO DE VENTEO EN HORNO TAV,1,SR,29700.00,ADJUDICACION DIRECTA-ART 42
22S0216,EDIFICACIONES CONCRETAS Y OPERATIVASSA DE CV,35702,Mantenimiento y conservacion de plantas e instalaciones prod,SERVICIO DE ADECUACION DE ACCESO AL ALMACêN DE REFACCIONES,1,SR,348881.00,ADJUDICACION DIRECTA-ART 42
22S0217,MARIA ISABEL MENDOZA,31301,Servicio de agua,"SERVICIO DE 10,000 LTS. DE AGUA POTABLE PARA EL ANEXO",1,SR,2500.00,ADJUDICACION DIRECTA-ART 42
22S0218,"CONEXIONES Y MANGUERAS ABAST OS, S.A",35701,Mantenimiento y conservacion de maquinaria y equipo,FABRICACION DE MANGUERAS PARA PRENSA SAK,1,SR,5019.71,ADJUDICACION DIRECTA-ART 42
22S0219,PETRO QUIMICA DE ACEITES SA.,35801,"Servicios de lavanderia, limpieza e higiene",CONFINAMIENTO DE RESIDUOS PELIGROOS ABRIL ,1,SR,23931.00,ADJUDICACION DIRECTA-ART 42
22S0220,LANGUAGE TOWER SOLUTIONS S.C.,33601,Servicios relacionados con traducciones,SERVICIO DE INTERPRETACION PARA EVENTO DIRECTIVO ,1,SR,87480.00,ADJUDICACION DIRECTA-ART 42
22S0221,ZOOM VIDEO COMUNICATIONS INC.,32701,"Patentes,regalias y otros",SUSCRIPCION A PLATAFORMA ZOOM,1,SR,362.43,ADJUDICACION DIRECTA-ART 42
22S0221,ZOOM VIDEO COMUNICATIONS INC.,32701,"Patentes,regalias y otros",SUSCRIPCION A PLATAFORMA ZOOM,1,SR,1909.90,ADJUDICACION DIRECTA-ART 42
22S0222,"NATURGY MEXICO, SA DE CV .",31201,Gas,SUMINISTRO DE GAS NATURAL PLANTA S.L.P.,1,SR,7641.27,ADJUDICACION DIRECTA-ART 42
22S0223,NATURGY SERVICIOS S.A. DE C.V.,31201,Gas,"SUMINISTRO DE GAS NATURAL ANEXO CMM,",1,SR,132956.97,ADJUDICACION DIRECTA-ART 42
22S0224,"ALIMENTOS LA ALAMEDA, SA CV . AV. JUAREZ NO. 70",15401,Prestaciones establecidas por condiciones generales de trabajo o contratos cole,APARTADO PARA EL SERVICIO DE DESAYUNO DEL DIA DE LA MADRE CDMX,1,SR,6517.25,ADJUDICACION DIRECTA-ART 42
22S0225,MARIA ISABEL MENDOZA,31301,Servicio de agua,"SERVICIO DE 2 PIPAS DE 20,000 LTS. AGUA POTABLE PARA ANEXO. ",2,SR,6400.00,ADJUDICACION DIRECTA-ART 42
22S0226,ANALISIS AMBIENTALES DEL POTOSI S.A.,35801,"Servicios de lavanderia, limpieza e higiene",ANALISIS PARA INTERAPAS 2DO TRIMESTRE ,1,SR,19346.49,ADJUDICACION DIRECTA-ART 42
22S0227,PRESSENSYSTEME SCHULER-MEXIKO S.A. DE C.V.,32701,"Patentes,regalias y otros",SERVICIO DE LICENCIAS PARA LAS PRENSAS,1,SR,171253.68,ADJUDICACION DIRECTA-ART 42
22S0228,EQUIPOS Y SERVICIOS HER S. DE R.L. D,35701,Mantenimiento y conservacion de maquinaria y equipo,FABRICACION DE ENGRANE DE 18 DIENTES EN CELORON ,1,SR,7800.00,ADJUDICACION DIRECTA-ART 42
22S0229,AMERICAN AIR COM S.A. DE CV.,35701,Mantenimiento y conservacion de maquinaria y equipo,SERVICIO DE MANTENIMIENTO A COMPRESOR GA-507,1,SR,72112.45,ADJUDICACION DIRECTA-ART 42
22S0230,AMERICAN AIR COM S.A. DE CV.,35701,Mantenimiento y conservacion de maquinaria y equipo,SERVICIO DE MANTENMIENTO A COMPRESOR GA-180 VSD FF,1,SR,147012.01,ADJUDICACION DIRECTA-ART 42
22S0231,URBACLEAN MEXICO SA DE CV VENUSTIANO CARRANZA 1115,35201,Mantenimiento y conservacion de mobiliario y equipo de admi,SERVICIO DE DESAZOLVE EN COMEDOR ,1,SR,31391.85,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,"BOLETO DE AVION PARA LIC, RICARDO RUIZ FREYRE",1,SR,5046.55,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,"BOLETO DE AVION PARA LIC, RICARDO RUIZ FREYRE",1,SR,807.45,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,"BOLETO DE AVION PARA LIC, RICARDO RUIZ FREYRE",1,SR,588.00,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,"BOLETO DE AVION PARA LIC, RICARDO RUIZ FREYRE",1,SR,25.00,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,259.48,ADJUDICACION DIRECTA-ART 42
22S0233,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,41.52,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,172.41,ADJUDICACION DIRECTA-ART 42
22S0234,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA DR. SERGIO ERNESTO CASANUEVA REGUART,1,SR,27.59,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,172.41,ADJUDICACION DIRECTA-ART 42
22S0235,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. MIGUEL ANGEL RAMIREZ HERNANDEZ,1,SR,27.59,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,172.41,ADJUDICACION DIRECTA-ART 42
22S0236,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. JOSê NATO OSCAR PêREZ,1,SR,27.59,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,172.41,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,27.59,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,1000.00,ADJUDICACION DIRECTA-ART 42
22S0237,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LIC. SERGIO DOMINGUEZ REYNA,1,SR,160.00,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,172.41,ADJUDICACION DIRECTA-ART 42
22S0238,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA LILIANA LIMONES MALDONADO ,1,SR,27.59,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,7262.07,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,1161.93,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,1195.00,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,258.62,ADJUDICACION DIRECTA-ART 42
22S0239,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA C.P. LUIS ALFREDO SANCHEZ,1,SR,41.38,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,86.21,ADJUDICACION DIRECTA-ART 42
22S0240,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. JESUS RUIZ TORRES,1,SR,13.79,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,5756.03,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,920.97,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,1210.00,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,40.00,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,86.21,ADJUDICACION DIRECTA-ART 42
22S0241,"AEROVIAS DE MEXICO, SA DE CV",37104,Pasajes aereos nacionales para servidores p˙blicos de mando,BOLETO DE AVION PARA ING. ALEJANDRO GALLEGOS,1,SR,13.79,ADJUDICACION DIRECTA-ART 42
22S0242,MARCO ANTONIO MENDEZ GONZALE Z,35702,Mantenimiento y conservacion de plantas e instalaciones prod,SERVICIO DE INSTALACION DE VINIL,1,SR,6811.70,ADJUDICACION DIRECTA-ART 42
22S0243,ALSERC SA DE CV,35101,Mantenimiento y conservacion de inmuebles,INSTALACION DE CABLEADO ESTRUCTURADO PARA 2 NODOS DE RED EN ACUNACION ,1,SR,4793.16,ADJUDICACION DIRECTA-ART 42
